    + --- ---------------- --------- +
    |                plain recursion |
--- + --- ---------------- --------- +
  n | sol            count  cpu time |
--- + --- ---------------- --------- +
12820 | 4018             4019 7.137e-05 |
12840 | 4023             4024 7.119e-05 |
12860 | 4031             4032 7.083e-05 |
12880 | 4036             4037 7.082e-05 |
12900 | 4045             4046 7.150e-05 |
12920 | 4051             4052 7.132e-05 |
12940 | 4055             4056 7.076e-05 |
12960 | 4063             4064 7.319e-05 |
12980 | 4070             4071 7.153e-05 |
13000 | 4074             4075 7.112e-05 |
13020 | 4081             4082 7.179e-05 |
13040 | 4087             4088 7.271e-05 |
13060 | 4091             4092 7.219e-05 |
13080 | 4101             4102 7.253e-05 |
13100 | 4106             4107 7.184e-05 |
13120 | 4111             4112 7.240e-05 |
13140 | 4119             4120 7.167e-05 |
13160 | 4124             4125 7.199e-05 |
13180 | 4129             4130 7.211e-05 |
13200 | 4138             4139 7.247e-05 |
13220 | 4143             4144 7.288e-05 |
13240 | 4149             4150 7.283e-05 |
13260 | 4158             4159 7.282e-05 |
13280 | 4163             4164 7.337e-05 |
13300 | 4172             4173 7.425e-05 |
13320 | 4178             4179 7.374e-05 |
13340 | 4182             4183 7.463e-05 |
13360 | 4190             4191 7.426e-05 |
13380 | 4196             4197 7.457e-05 |
13400 | 4200             4201 7.457e-05 |
13420 | 4209             4210 7.530e-05 |
13440 | 4215             4216 7.493e-05 |
13460 | 4219             4220 1.207e-04 |
13480 | 4227             4228 7.549e-05 |
13500 | 4234             4235 7.381e-05 |
13520 | 4239             4240 7.514e-05 |
13540 | 4247             4248 7.449e-05 |
13560 | 4252             4253 7.470e-05 |
13580 | 4256             4257 7.439e-05 |
13600 | 4265             4266 7.482e-05 |
13620 | 4270             4271 7.500e-05 |
13640 | 4275             4276 7.565e-05 |
13660 | 4283             4284 7.544e-05 |
13680 | 4288             4289 7.529e-05 |
13700 | 4296             4297 7.594e-05 |
13720 | 4303             4304 7.547e-05 |
13740 | 4307             4308 7.564e-05 |
13760 | 4316             4317 7.534e-05 |
13780 | 4321             4322 7.565e-05 |
13800 | 4325             4326 7.656e-05 |
13820 | 4333             4334 7.634e-05 |
13840 | 4339             4340 7.592e-05 |
13860 | 4344             4345 7.651e-05 |
13880 | 4351             4352 7.637e-05 |
13900 | 4358             4359 7.580e-05 |
13920 | 4365             4366 6.415e-04 |
13940 | 4373             4374 1.168e-04 |
13960 | 4377             4378 1.571e-04 |
13980 | 4382             4383 1.351e-04 |
14000 | 4391             4392 1.181e-04 |
14020 | 4395             4396 1.613e-04 |
14040 | 4400             4401 1.226e-04 |
14060 | 4409             4410 9.581e-05 |
14080 | 4413             4414 1.113e-04 |
14100 | 4419             4420 1.116e-04 |
14120 | 4427             4428 9.694e-05 |
14140 | 4431             4432 7.957e-05 |
14160 | 4440             4441 8.039e-05 |
14180 | 4445             4446 8.006e-05 |
14200 | 4449             4450 9.555e-05 |
14220 | 4457             4458 1.166e-04 |
14240 | 4463             4464 1.174e-04 |
14260 | 4468             4469 1.348e-04 |
14280 | 4475             4476 1.182e-04 |
14300 | 4481             4482 1.187e-04 |
14320 | 4486             4487 1.190e-04 |
14340 | 4495             4496 1.021e-04 |
14360 | 4499             4500 8.815e-05 |
14380 | 4505             4506 8.112e-05 |
14400 | 4513             4514 8.185e-05 |
14420 | 4518             4519 8.135e-05 |
14440 | 4524             4525 8.121e-05 |
14460 | 4532             4533 1.048e-04 |
14480 | 4537             4538 7.909e-05 |
14500 | 4543             4544 7.967e-05 |
14520 | 4552             4553 7.974e-05 |
14540 | 4556             4557 8.002e-05 |
14560 | 4566             4567 8.022e-05 |
14580 | 4571             4572 7.991e-05 |
14600 | 4575             4576 7.990e-05 |
14620 | 4583             4584 8.067e-05 |
14640 | 4588             4589 8.056e-05 |
14660 | 4592             4593 8.055e-05 |
14680 | 4602             4603 8.078e-05 |
14700 | 4607             4608 8.097e-05 |
14720 | 4612             4613 8.154e-05 |
14740 | 4620             4621 8.120e-05 |
14760 | 4625             4626 8.214e-05 |
14780 | 4632             4633 8.073e-05 |
14800 | 4639             4640 8.144e-05 |
14820 | 4643             4644 8.176e-05 |
14840 | 4650             4651 8.156e-05 |
14860 | 4658             4659 8.222e-05 |
14880 | 4662             4663 8.181e-05 |
14900 | 4669             4670 8.249e-05 |
14920 | 4676             4677 8.253e-05 |
14940 | 4680             4681 8.269e-05 |
14960 | 4689             4690 8.277e-05 |
14980 | 4694             4695 8.264e-05 |
15000 | 4698             4699 8.309e-05 |
15020 | 4706             4707 8.246e-05 |
15040 | 4712             4713 8.310e-05 |
15060 | 4715             4716 1.292e-04 |
15080 | 4725             4726 8.337e-05 |
15100 | 4730             4731 8.340e-05 |
15120 | 4735             4736 8.262e-05 |
15140 | 4743             4744 8.325e-05 |
15160 | 4748             4749 8.424e-05 |
15180 | 4755             4756 8.357e-05 |
15200 | 4762             4763 8.390e-05 |
15220 | 4766             4767 8.384e-05 |
15240 | 4772             4773 8.369e-05 |
15260 | 4780             4781 6.618e-04 |
15280 | 4784             4785 1.463e-04 |
15300 | 4791             4792 1.467e-04 |
15320 | 4799             4800 1.463e-04 |
15340 | 4803             4804 1.297e-04 |
15360 | 4810             4811 1.090e-04 |
15380 | 4818             4819 1.045e-04 |
15400 | 4822             4823 1.246e-04 |
15420 | 4830             4831 1.257e-04 |
15440 | 4835             4836 1.087e-04 |
15460 | 4839             4840 8.763e-05 |
15480 | 4848             4849 8.816e-05 |
15500 | 4854             4855 8.799e-05 |
15520 | 4858             4859 8.764e-05 |
15540 | 4866             4867 8.808e-05 |
15560 | 4871             4872 8.818e-05 |
15580 | 4878             4879 8.807e-05 |
15600 | 4886             4887 8.811e-05 |
15620 | 4891             4892 8.823e-05 |
15640 | 4897             4898 8.820e-05 |
15660 | 4904             4905 8.805e-05 |
15680 | 4908             4909 8.877e-05 |
15700 | 4916             4917 8.880e-05 |
15720 | 4923             4924 1.107e-04 |
15740 | 4927             4928 8.656e-05 |
15760 | 4934             4935 8.701e-05 |
15780 | 4942             4943 8.681e-05 |
15800 | 4948             4949 8.742e-05 |
15820 | 4957             4958 8.712e-05 |
15840 | 4962             4963 8.809e-05 |
15860 | 4966             4967 8.705e-05 |
15880 | 4975             4976 1.268e-04 |
15900 | 4980             4981 8.723e-05 |
15920 | 4985             4986 8.733e-05 |
15940 | 4994             4995 8.759e-05 |
15960 | 4998             4999 8.727e-05 |
15980 | 5003             5004 8.770e-05 |
16000 | 5011             5012 8.846e-05 |
16020 | 5016             5017 8.893e-05 |
16040 | 5024             5025 9.284e-05 |
16060 | 5030             5031 9.097e-05 |
16080 | 5034             5035 9.131e-05 |
16100 | 5041             5042 9.123e-05 |
16120 | 5049             5050 9.123e-05 |
16140 | 5053             5054 1.127e-04 |
16160 | 5060             5061 8.904e-05 |
16180 | 5067             5068 8.942e-05 |
16200 | 5071             5072 8.965e-05 |
16220 | 5079             5080 8.958e-05 |
16240 | 5085             5086 9.038e-05 |
16260 | 5089             5090 9.319e-05 |
16280 | 5098             5099 9.007e-05 |
16300 | 5102             5103 8.987e-05 |
16320 | 5106             5107 9.088e-05 |
16340 | 5116             5117 9.081e-05 |
16360 | 5120             5121 9.036e-05 |
16380 | 5127             5128 9.036e-05 |
16400 | 5134             5135 9.046e-05 |
16420 | 5139             5140 9.012e-05 |
16440 | 5147             5148 9.066e-05 |
16460 | 5153             5154 9.077e-05 |
16480 | 5157             5158 9.064e-05 |
16500 | 5164             5165 9.111e-05 |
16520 | 5171             5172 9.087e-05 |
16540 | 5175             5176 7.133e-04 |
16560 | 5184             5185 1.527e-04 |
16580 | 5191             5192 1.099e-04 |
16600 | 5195             5196 1.340e-04 |
16620 | 5202             5203 1.634e-04 |
16640 | 5209             5210 9.794e-05 |
16660 | 5215             5216 9.291e-05 |
16680 | 5223             5224 1.097e-04 |
16700 | 5228             5229 1.146e-04 |
16720 | 5232             5233 9.270e-05 |
16740 | 5241             5242 9.345e-05 |
16760 | 5246             5247 9.336e-05 |
16780 | 5251             5252 9.380e-05 |
16800 | 5260             5261 9.403e-05 |
16820 | 5264             5265 9.369e-05 |
16840 | 5272             5273 9.453e-05 |
16860 | 5279             5280 9.438e-05 |
16880 | 5283             5284 9.481e-05 |
16900 | 5292             5293 9.392e-05 |
16920 | 5298             5299 9.418e-05 |
16940 | 5302             5303 9.448e-05 |
16960 | 5310             5311 9.518e-05 |
16980 | 5316             5317 9.473e-05 |
17000 | 5321             5322 9.501e-05 |
17020 | 5328             5329 9.453e-05 |
17040 | 5336             5337 9.443e-05 |
17060 | 5341             5342 9.467e-05 |
17080 | 5350             5351 9.575e-05 |
17100 | 5354             5355 9.640e-05 |
17120 | 5358             5359 9.609e-05 |
17140 | 5368             5369 9.593e-05 |
17160 | 5372             5373 9.590e-05 |
17180 | 5378             5379 9.577e-05 |
17200 | 5387             5388 9.963e-05 |
17220 | 5392             5393 9.593e-05 |
17240 | 5398             5399 9.656e-05 |
17260 | 5407             5408 9.721e-05 |
17280 | 5411             5412 9.656e-05 |
17300 | 5420             5421 9.627e-05 |
17320 | 5425             5426 9.614e-05 |
17340 | 5430             5431 9.717e-05 |
17360 | 5437             5438 9.683e-05 |
17380 | 5444             5445 9.781e-05 |
17400 | 5448             5449 9.688e-05 |
17420 | 5455             5456 1.046e-04 |
17440 | 5460             5461 9.665e-05 |
17460 | 5465             5466 9.761e-05 |
17480 | 5474             5475 1.094e-04 |
17500 | 5479             5480 1.149e-04 |
17520 | 5484             5485 1.354e-04 |
17540 | 5492             5493 1.345e-04 |
17560 | 5496             5497 1.350e-04 |
17580 | 5501             5502 1.336e-04 |
17600 | 5510             5511 1.342e-04 |
17620 | 5514             5515 1.150e-04 |
17640 | 5520             5521 9.825e-05 |
17660 | 5529             5530 9.658e-05 |
17680 | 5533             5534 9.836e-05 |
17700 | 5543             5544 9.873e-05 |
17720 | 5548             5549 9.846e-05 |
17740 | 5552             5553 6.152e-04 |
17760 | 5560             5561 1.389e-04 |
17780 | 5566             5567 1.392e-04 |
17800 | 5570             5571 9.963e-05 |
17820 | 5580             5581 1.078e-04 |
17840 | 5585             5586 1.015e-04 |
17860 | 5590             5591 1.001e-04 |
17880 | 5596             5597 1.155e-04 |
17900 | 5602             5603 1.374e-04 |
17920 | 5609             5610 1.373e-04 |
17940 | 5616             5617 1.376e-04 |
17960 | 5620             5621 1.359e-04 |
17980 | 5625             5626 1.365e-04 |
18000 | 5634             5635 1.385e-04 |
18020 | 5638             5639 1.216e-04 |
18040 | 5644             5645 1.148e-04 |
18060 | 5653             5654 1.171e-04 |
18080 | 5657             5658 1.007e-04 |
18100 | 5665             5666 1.016e-04 |
18120 | 5671             5672 1.007e-04 |
18140 | 5675             5676 1.014e-04 |
18160 | 5684             5685 1.016e-04 |
18180 | 5690             5691 1.012e-04 |
18200 | 5693             5694 1.013e-04 |
18220 | 5702             5703 1.019e-04 |
18240 | 5707             5708 1.016e-04 |
18260 | 5712             5713 1.031e-04 |
18280 | 5720             5721 1.028e-04 |
18300 | 5726             5727 1.031e-04 |
18320 | 5732             5733 1.032e-04 |
18340 | 5740             5741 1.035e-04 |
18360 | 5744             5745 1.034e-04 |
18380 | 5749             5750 1.026e-04 |
18400 | 5758             5759 1.031e-04 |
18420 | 5762             5763 1.029e-04 |
18440 | 5768             5769 1.025e-04 |
18460 | 5776             5777 1.028e-04 |
18480 | 5780             5781 1.032e-04 |
18500 | 5786             5787 1.031e-04 |
18520 | 5794             5795 1.059e-04 |
18540 | 5799             5800 1.042e-04 |
18560 | 5808             5809 1.048e-04 |
18580 | 5813             5814 1.045e-04 |
18600 | 5817             5818 1.032e-04 |
18620 | 5826             5827 1.032e-04 |
18640 | 5831             5832 1.038e-04 |
18660 | 5837             5838 1.049e-04 |
18680 | 5844             5845 1.045e-04 |
18700 | 5850             5851 1.041e-04 |
18720 | 5856             5857 1.045e-04 |
18740 | 5864             5865 1.044e-04 |
18760 | 5868             5869 1.044e-04 |
18780 | 5875             5876 1.045e-04 |
18800 | 5882             5883 1.049e-04 |
18820 | 5886             5887 1.047e-04 |
18840 | 5892             5893 1.051e-04 |
18860 | 5900             5901 1.048e-04 |
18880 | 5905             5906 1.058e-04 |
18900 | 5911             5912 6.097e-04 |
18920 | 5919             5920 1.060e-04 |
18940 | 5923             5924 1.062e-04 |
18960 | 5932             5933 1.065e-04 |
18980 | 5937             5938 1.058e-04 |
19000 | 5941             5942 1.120e-04 |
19020 | 5950             5951 1.065e-04 |
19040 | 5956             5957 1.063e-04 |
19060 | 5960             5961 1.071e-04 |
19080 | 5969             5970 1.071e-04 |
19100 | 5974             5975 1.070e-04 |
19120 | 5979             5980 1.074e-04 |
19140 | 5987             5988 1.071e-04 |
19160 | 5992             5993 1.285e-04 |
19180 | 6000             6001 1.406e-04 |
19200 | 6007             6008 1.079e-04 |
19220 | 6011             6012 1.075e-04 |
19240 | 6018             6019 1.133e-04 |
19260 | 6026             6027 1.101e-04 |
19280 | 6031             6032 1.078e-04 |
19300 | 6038             6039 1.080e-04 |
19320 | 6045             6046 1.118e-04 |
19340 | 6049             6050 1.158e-04 |
19360 | 6059             6060 1.134e-04 |
19380 | 6064             6065 1.514e-04 |
19400 | 6068             6069 1.257e-04 |
19420 | 6077             6078 1.304e-04 |
19440 | 6082             6083 1.099e-04 |
19460 | 6086             6087 1.091e-04 |
19480 | 6096             6097 1.105e-04 |
19500 | 6101             6102 1.123e-04 |
19520 | 6107             6108 1.113e-04 |
19540 | 6115             6116 1.187e-04 |
19560 | 6120             6121 1.116e-04 |
19580 | 6129             6130 1.109e-04 |
19600 | 6136             6137 1.107e-04 |
19620 | 6140             6141 1.117e-04 |
19640 | 6146             6147 1.108e-04 |
19660 | 6154             6155 1.114e-04 |
19680 | 6158             6159 1.114e-04 |
19700 | 6165             6166 1.099e-04 |
19720 | 6172             6173 1.096e-04 |
19740 | 6175             6176 1.099e-04 |
19760 | 6182             6183 1.243e-04 |
19780 | 6190             6191 1.457e-04 |
19800 | 6195             6196 1.324e-04 |
19820 | 6204             6205 1.435e-04 |
19840 | 6208             6209 1.479e-04 |
19860 | 6213             6214 1.483e-04 |
19880 | 6223             6224 1.704e-04 |
19900 | 6228             6229 1.892e-04 |
19920 | 6233             6234 2.190e-04 |
19940 | 6242             6243 6.520e-04 |
19960 | 6247             6248 1.344e-04 |
19980 | 6254             6255 1.127e-04 |
20000 | 6261             6262 1.117e-04 |
20020 | 6265             6266 1.224e-04 |
20040 | 6273             6274 1.658e-04 |
20060 | 6280             6281 1.254e-04 |
20080 | 6284             6285 1.369e-04 |
20100 | 6291             6292 1.602e-04 |
20120 | 6298             6299 1.162e-04 |
20140 | 6303             6304 1.153e-04 |
20160 | 6309             6310 1.329e-04 |
20180 | 6317             6318 1.407e-04 |
20200 | 6322             6323 1.418e-04 |
20220 | 6331             6332 1.306e-04 |
20240 | 6335             6336 1.134e-04 |
20260 | 6340             6341 1.138e-04 |
20280 | 6349             6350 1.474e-04 |
20300 | 6354             6355 1.511e-04 |
20320 | 6359             6360 1.511e-04 |
20340 | 6368             6369 1.522e-04 |
20360 | 6373             6374 1.515e-04 |
20380 | 6378             6379 1.364e-04 |
20400 | 6385             6386 1.157e-04 |
20420 | 6390             6391 1.175e-04 |
20440 | 6399             6400 1.187e-04 |
20460 | 6405             6406 1.168e-04 |
20480 | 6410             6411 1.151e-04 |
20500 | 6417             6418 1.169e-04 |
20520 | 6424             6425 1.176e-04 |
20540 | 6429             6430 1.193e-04 |
20560 | 6436             6437 1.181e-04 |
20580 | 6443             6444 1.166e-04 |
