    + --- ---------------- --------- +
    |                plain recursion |
--- + --- ---------------- --------- +
  n | sol            count  cpu time |
--- + --- ---------------- --------- +
13020 | 4081             4082 7.326e-05 |
13040 | 4087             4088 7.343e-05 |
13060 | 4091             4092 7.331e-05 |
13080 | 4101             4102 7.376e-05 |
13100 | 4106             4107 7.405e-05 |
13120 | 4111             4112 7.329e-05 |
13140 | 4119             4120 7.381e-05 |
13160 | 4124             4125 7.394e-05 |
13180 | 4129             4130 7.440e-05 |
13200 | 4138             4139 7.356e-05 |
13220 | 4143             4144 7.427e-05 |
13240 | 4149             4150 7.417e-05 |
13260 | 4158             4159 7.409e-05 |
13280 | 4163             4164 7.405e-05 |
13300 | 4172             4173 7.475e-05 |
13320 | 4178             4179 7.486e-05 |
13340 | 4182             4183 7.490e-05 |
13360 | 4190             4191 7.526e-05 |
13380 | 4196             4197 7.505e-05 |
13400 | 4200             4201 7.509e-05 |
13420 | 4209             4210 7.537e-05 |
13440 | 4215             4216 7.544e-05 |
13460 | 4219             4220 7.508e-05 |
13480 | 4227             4228 7.518e-05 |
13500 | 4234             4235 7.578e-05 |
13520 | 4239             4240 7.566e-05 |
13540 | 4247             4248 1.113e-04 |
13560 | 4252             4253 7.593e-05 |
13580 | 4256             4257 7.633e-05 |
13600 | 4265             4266 7.642e-05 |
13620 | 4270             4271 7.643e-05 |
13640 | 4275             4276 7.653e-05 |
13660 | 4283             4284 7.644e-05 |
13680 | 4288             4289 7.660e-05 |
13700 | 4296             4297 7.678e-05 |
13720 | 4303             4304 7.792e-05 |
13740 | 4307             4308 7.713e-05 |
13760 | 4316             4317 7.748e-05 |
13780 | 4321             4322 7.778e-05 |
13800 | 4325             4326 7.768e-05 |
13820 | 4333             4334 7.706e-05 |
13840 | 4339             4340 7.760e-05 |
13860 | 4344             4345 7.809e-05 |
13880 | 4351             4352 7.763e-05 |
13900 | 4358             4359 1.151e-04 |
13920 | 4365             4366 7.821e-05 |
13940 | 4373             4374 7.857e-05 |
13960 | 4377             4378 7.839e-05 |
13980 | 4382             4383 7.809e-05 |
14000 | 4391             4392 7.884e-05 |
14020 | 4395             4396 7.887e-05 |
14040 | 4400             4401 7.906e-05 |
14060 | 4409             4410 7.897e-05 |
14080 | 4413             4414 7.902e-05 |
14100 | 4419             4420 7.886e-05 |
14120 | 4427             4428 7.863e-05 |
14140 | 4431             4432 7.835e-05 |
14160 | 4440             4441 7.842e-05 |
14180 | 4445             4446 7.890e-05 |
14200 | 4449             4450 7.873e-05 |
14220 | 4457             4458 7.821e-05 |
14240 | 4463             4464 7.919e-05 |
14260 | 4468             4469 7.946e-05 |
14280 | 4475             4476 8.002e-05 |
14300 | 4481             4482 7.939e-05 |
14320 | 4486             4487 7.939e-05 |
14340 | 4495             4496 8.033e-05 |
14360 | 4499             4500 8.001e-05 |
14380 | 4505             4506 8.085e-05 |
14400 | 4513             4514 8.075e-05 |
14420 | 4518             4519 8.029e-05 |
14440 | 4524             4525 8.127e-05 |
14460 | 4532             4533 8.090e-05 |
14480 | 4537             4538 8.059e-05 |
14500 | 4543             4544 8.119e-05 |
14520 | 4552             4553 8.132e-05 |
14540 | 4556             4557 8.220e-05 |
14560 | 4566             4567 8.145e-05 |
14580 | 4571             4572 8.187e-05 |
14600 | 4575             4576 8.183e-05 |
14620 | 4583             4584 8.214e-05 |
14640 | 4588             4589 8.128e-05 |
14660 | 4592             4593 8.198e-05 |
14680 | 4602             4603 8.237e-05 |
14700 | 4607             4608 8.271e-05 |
14720 | 4612             4613 8.255e-05 |
14740 | 4620             4621 8.344e-05 |
14760 | 4625             4626 8.337e-05 |
14780 | 4632             4633 8.319e-05 |
14800 | 4639             4640 8.279e-05 |
14820 | 4643             4644 8.285e-05 |
14840 | 4650             4651 1.204e-04 |
14860 | 4658             4659 8.420e-05 |
14880 | 4662             4663 8.367e-05 |
14900 | 4669             4670 8.354e-05 |
14920 | 4676             4677 8.366e-05 |
14940 | 4680             4681 8.359e-05 |
14960 | 4689             4690 8.383e-05 |
14980 | 4694             4695 8.388e-05 |
15000 | 4698             4699 8.373e-05 |
15020 | 4706             4707 8.449e-05 |
15040 | 4712             4713 8.341e-05 |
15060 | 4715             4716 8.441e-05 |
15080 | 4725             4726 8.483e-05 |
15100 | 4730             4731 8.472e-05 |
15120 | 4735             4736 8.486e-05 |
15140 | 4743             4744 8.543e-05 |
15160 | 4748             4749 8.515e-05 |
15180 | 4755             4756 8.527e-05 |
15200 | 4762             4763 8.520e-05 |
15220 | 4766             4767 8.573e-05 |
15240 | 4772             4773 8.528e-05 |
15260 | 4780             4781 8.590e-05 |
15280 | 4784             4785 8.572e-05 |
15300 | 4791             4792 8.579e-05 |
15320 | 4799             4800 8.590e-05 |
15340 | 4803             4804 8.629e-05 |
15360 | 4810             4811 8.598e-05 |
15380 | 4818             4819 8.614e-05 |
15400 | 4822             4823 8.663e-05 |
15420 | 4830             4831 8.650e-05 |
15440 | 4835             4836 8.654e-05 |
15460 | 4839             4840 8.628e-05 |
15480 | 4848             4849 8.742e-05 |
15500 | 4854             4855 8.687e-05 |
15520 | 4858             4859 8.703e-05 |
15540 | 4866             4867 8.661e-05 |
15560 | 4871             4872 8.659e-05 |
15580 | 4878             4879 8.737e-05 |
15600 | 4886             4887 8.787e-05 |
15620 | 4891             4892 8.831e-05 |
15640 | 4897             4898 8.810e-05 |
15660 | 4904             4905 8.802e-05 |
15680 | 4908             4909 8.837e-05 |
15700 | 4916             4917 8.893e-05 |
15720 | 4923             4924 1.261e-04 |
15740 | 4927             4928 8.906e-05 |
15760 | 4934             4935 8.867e-05 |
15780 | 4942             4943 8.799e-05 |
15800 | 4948             4949 8.824e-05 |
15820 | 4957             4958 8.789e-05 |
15840 | 4962             4963 8.892e-05 |
15860 | 4966             4967 8.908e-05 |
15880 | 4975             4976 8.912e-05 |
15900 | 4980             4981 8.922e-05 |
15920 | 4985             4986 8.950e-05 |
15940 | 4994             4995 8.912e-05 |
15960 | 4998             4999 8.910e-05 |
15980 | 5003             5004 8.986e-05 |
16000 | 5011             5012 8.997e-05 |
16020 | 5016             5017 8.977e-05 |
16040 | 5024             5025 9.054e-05 |
16060 | 5030             5031 9.005e-05 |
16080 | 5034             5035 8.968e-05 |
16100 | 5041             5042 9.106e-05 |
16120 | 5049             5050 9.065e-05 |
16140 | 5053             5054 8.986e-05 |
16160 | 5060             5061 9.054e-05 |
16180 | 5067             5068 8.971e-05 |
16200 | 5071             5072 8.961e-05 |
16220 | 5079             5080 9.009e-05 |
16240 | 5085             5086 9.066e-05 |
16260 | 5089             5090 9.156e-05 |
16280 | 5098             5099 9.077e-05 |
16300 | 5102             5103 9.092e-05 |
16320 | 5106             5107 9.097e-05 |
16340 | 5116             5117 9.101e-05 |
16360 | 5120             5121 9.078e-05 |
16380 | 5127             5128 9.073e-05 |
16400 | 5134             5135 9.118e-05 |
16420 | 5139             5140 9.187e-05 |
16440 | 5147             5148 9.211e-05 |
16460 | 5153             5154 9.221e-05 |
16480 | 5157             5158 9.196e-05 |
16500 | 5164             5165 9.220e-05 |
16520 | 5171             5172 9.223e-05 |
16540 | 5175             5176 9.184e-05 |
16560 | 5184             5185 1.303e-04 |
16580 | 5191             5192 9.223e-05 |
16600 | 5195             5196 9.138e-05 |
16620 | 5202             5203 9.265e-05 |
16640 | 5209             5210 9.285e-05 |
16660 | 5215             5216 9.328e-05 |
16680 | 5223             5224 9.314e-05 |
16700 | 5228             5229 9.298e-05 |
16720 | 5232             5233 9.304e-05 |
16740 | 5241             5242 9.313e-05 |
16760 | 5246             5247 9.376e-05 |
16780 | 5251             5252 9.372e-05 |
16800 | 5260             5261 9.389e-05 |
16820 | 5264             5265 9.398e-05 |
16840 | 5272             5273 9.438e-05 |
16860 | 5279             5280 9.421e-05 |
16880 | 5283             5284 9.456e-05 |
16900 | 5292             5293 9.428e-05 |
16920 | 5298             5299 9.443e-05 |
16940 | 5302             5303 9.425e-05 |
16960 | 5310             5311 9.476e-05 |
16980 | 5316             5317 9.448e-05 |
17000 | 5321             5322 9.492e-05 |
17020 | 5328             5329 9.452e-05 |
17040 | 5336             5337 9.446e-05 |
17060 | 5341             5342 9.510e-05 |
17080 | 5350             5351 9.505e-05 |
17100 | 5354             5355 9.564e-05 |
17120 | 5358             5359 9.553e-05 |
17140 | 5368             5369 9.464e-05 |
17160 | 5372             5373 9.489e-05 |
17180 | 5378             5379 9.534e-05 |
17200 | 5387             5388 9.529e-05 |
17220 | 5392             5393 9.553e-05 |
17240 | 5398             5399 9.569e-05 |
17260 | 5407             5408 9.620e-05 |
17280 | 5411             5412 9.604e-05 |
17300 | 5420             5421 9.680e-05 |
17320 | 5425             5426 9.599e-05 |
17340 | 5430             5431 9.667e-05 |
17360 | 5437             5438 1.344e-04 |
17380 | 5444             5445 9.738e-05 |
17400 | 5448             5449 9.632e-05 |
17420 | 5455             5456 9.733e-05 |
17440 | 5460             5461 9.739e-05 |
17460 | 5465             5466 9.707e-05 |
17480 | 5474             5475 9.742e-05 |
17500 | 5479             5480 9.733e-05 |
17520 | 5484             5485 9.848e-05 |
17540 | 5492             5493 9.836e-05 |
17560 | 5496             5497 9.824e-05 |
17580 | 5501             5502 9.809e-05 |
17600 | 5510             5511 9.879e-05 |
17620 | 5514             5515 9.740e-05 |
17640 | 5520             5521 9.860e-05 |
17660 | 5529             5530 9.892e-05 |
17680 | 5533             5534 9.945e-05 |
17700 | 5543             5544 9.894e-05 |
17720 | 5548             5549 9.895e-05 |
17740 | 5552             5553 9.910e-05 |
17760 | 5560             5561 9.946e-05 |
17780 | 5566             5567 9.930e-05 |
17800 | 5570             5571 9.948e-05 |
17820 | 5580             5581 9.960e-05 |
17840 | 5585             5586 9.918e-05 |
17860 | 5590             5591 9.918e-05 |
17880 | 5596             5597 1.002e-04 |
17900 | 5602             5603 1.002e-04 |
17920 | 5609             5610 1.004e-04 |
17940 | 5616             5617 1.006e-04 |
17960 | 5620             5621 9.998e-05 |
17980 | 5625             5626 1.006e-04 |
18000 | 5634             5635 9.960e-05 |
18020 | 5638             5639 1.009e-04 |
18040 | 5644             5645 1.004e-04 |
18060 | 5653             5654 1.008e-04 |
18080 | 5657             5658 9.987e-05 |
18100 | 5665             5666 1.005e-04 |
18120 | 5671             5672 1.378e-04 |
18140 | 5675             5676 1.017e-04 |
18160 | 5684             5685 1.016e-04 |
18180 | 5690             5691 1.016e-04 |
18200 | 5693             5694 1.016e-04 |
18220 | 5702             5703 1.018e-04 |
18240 | 5707             5708 1.017e-04 |
18260 | 5712             5713 1.011e-04 |
18280 | 5720             5721 1.021e-04 |
18300 | 5726             5727 1.018e-04 |
18320 | 5732             5733 1.012e-04 |
18340 | 5740             5741 1.014e-04 |
18360 | 5744             5745 1.020e-04 |
18380 | 5749             5750 1.031e-04 |
18400 | 5758             5759 1.028e-04 |
18420 | 5762             5763 1.022e-04 |
18440 | 5768             5769 1.026e-04 |
18460 | 5776             5777 1.025e-04 |
18480 | 5780             5781 1.024e-04 |
18500 | 5786             5787 1.027e-04 |
18520 | 5794             5795 1.034e-04 |
18540 | 5799             5800 1.030e-04 |
18560 | 5808             5809 1.027e-04 |
18580 | 5813             5814 1.025e-04 |
18600 | 5817             5818 1.033e-04 |
18620 | 5826             5827 1.032e-04 |
18640 | 5831             5832 1.037e-04 |
18660 | 5837             5838 1.043e-04 |
18680 | 5844             5845 1.040e-04 |
18700 | 5850             5851 1.035e-04 |
18720 | 5856             5857 1.039e-04 |
18740 | 5864             5865 1.042e-04 |
18760 | 5868             5869 1.044e-04 |
18780 | 5875             5876 1.040e-04 |
18800 | 5882             5883 1.053e-04 |
18820 | 5886             5887 1.058e-04 |
18840 | 5892             5893 1.060e-04 |
18860 | 5900             5901 1.433e-04 |
18880 | 5905             5906 1.057e-04 |
18900 | 5911             5912 1.052e-04 |
18920 | 5919             5920 1.055e-04 |
18940 | 5923             5924 1.055e-04 |
18960 | 5932             5933 1.057e-04 |
18980 | 5937             5938 1.054e-04 |
19000 | 5941             5942 1.060e-04 |
19020 | 5950             5951 1.060e-04 |
19040 | 5956             5957 1.053e-04 |
19060 | 5960             5961 1.062e-04 |
19080 | 5969             5970 1.059e-04 |
19100 | 5974             5975 1.053e-04 |
19120 | 5979             5980 1.063e-04 |
19140 | 5987             5988 1.069e-04 |
19160 | 5992             5993 1.074e-04 |
19180 | 6000             6001 1.065e-04 |
19200 | 6007             6008 1.066e-04 |
19220 | 6011             6012 1.079e-04 |
19240 | 6018             6019 1.072e-04 |
19260 | 6026             6027 1.074e-04 |
19280 | 6031             6032 1.068e-04 |
19300 | 6038             6039 1.077e-04 |
19320 | 6045             6046 1.076e-04 |
19340 | 6049             6050 1.071e-04 |
19360 | 6059             6060 1.078e-04 |
19380 | 6064             6065 1.072e-04 |
19400 | 6068             6069 1.077e-04 |
19420 | 6077             6078 1.074e-04 |
19440 | 6082             6083 1.073e-04 |
19460 | 6086             6087 1.089e-04 |
19480 | 6096             6097 1.091e-04 |
19500 | 6101             6102 1.080e-04 |
19520 | 6107             6108 1.084e-04 |
19540 | 6115             6116 1.101e-04 |
19560 | 6120             6121 1.098e-04 |
19580 | 6129             6130 1.476e-04 |
19600 | 6136             6137 1.089e-04 |
19620 | 6140             6141 1.091e-04 |
19640 | 6146             6147 1.089e-04 |
19660 | 6154             6155 1.094e-04 |
19680 | 6158             6159 1.092e-04 |
19700 | 6165             6166 1.093e-04 |
19720 | 6172             6173 1.096e-04 |
19740 | 6175             6176 1.108e-04 |
19760 | 6182             6183 1.108e-04 |
19780 | 6190             6191 1.111e-04 |
19800 | 6195             6196 1.106e-04 |
19820 | 6204             6205 1.110e-04 |
19840 | 6208             6209 1.114e-04 |
19860 | 6213             6214 1.107e-04 |
19880 | 6223             6224 1.105e-04 |
19900 | 6228             6229 1.109e-04 |
19920 | 6233             6234 1.113e-04 |
19940 | 6242             6243 1.112e-04 |
19960 | 6247             6248 1.111e-04 |
19980 | 6254             6255 1.118e-04 |
20000 | 6261             6262 1.112e-04 |
20020 | 6265             6266 1.111e-04 |
20040 | 6273             6274 1.113e-04 |
20060 | 6280             6281 1.115e-04 |
20080 | 6284             6285 1.117e-04 |
20100 | 6291             6292 1.119e-04 |
20120 | 6298             6299 1.115e-04 |
20140 | 6303             6304 1.114e-04 |
20160 | 6309             6310 1.123e-04 |
20180 | 6317             6318 1.127e-04 |
20200 | 6322             6323 1.125e-04 |
20220 | 6331             6332 1.123e-04 |
20240 | 6335             6336 1.127e-04 |
20260 | 6340             6341 1.502e-04 |
20280 | 6349             6350 1.128e-04 |
20300 | 6354             6355 1.123e-04 |
20320 | 6359             6360 1.128e-04 |
20340 | 6368             6369 1.130e-04 |
20360 | 6373             6374 1.131e-04 |
20380 | 6378             6379 1.127e-04 |
20400 | 6385             6386 1.135e-04 |
20420 | 6390             6391 1.138e-04 |
20440 | 6399             6400 1.136e-04 |
20460 | 6405             6406 1.135e-04 |
20480 | 6410             6411 1.137e-04 |
20500 | 6417             6418 1.134e-04 |
20520 | 6424             6425 1.138e-04 |
20540 | 6429             6430 1.144e-04 |
20560 | 6436             6437 1.145e-04 |
20580 | 6443             6444 1.141e-04 |
